hp,value,time
"[10.0, 100.0]",87,0.07620711007621139
"[10.0, 100.0]",113,0.024988773046061397
"[10.0, 100.0]",115,0.024175827973522246
"[10.0, 100.0]",108,0.00414356600958854
"[10.0, 100.0]",126,0.06480968103278428
"[10.0, 100.0]",10714636,120.00008908100426
"[10.0, 100.0]",0,120.00010499195196
"[10.0, 200.0]",11,0.010511189932003617
"[10.0, 200.0]",42,0.038094437099061906
"[10.0, 200.0]",42,0.05345871509052813
"[10.0, 200.0]",87,0.15220978297293186
"[10.0, 200.0]",113,0.050559988943859935
"[10.0, 200.0]",115,0.04759674100205302
"[10.0, 200.0]",108,0.008154675015248358
"[10.0, 200.0]",127,0.13513077492825687
"[10.0, 200.0]",10716395,120.00008131598588
"[10.0, 200.0]",0,120.00008102098946
"[10.0, 350.0]",11,0.017964395927265286
"[10.0, 350.0]",42,0.067039864952676
"[10.0, 350.0]",42,0.09361054608598351
"[10.0, 350.0]",87,0.26671888399869204
"[10.0, 350.0]",113,0.08977588801644742
"[10.0, 350.0]",115,0.08707912405952811
"[10.0, 350.0]",108,0.01363682106602937
"[10.0, 350.0]",127,0.23113203805405647
"[10.0, 350.0]",10715905,120.0000633780146
"[10.0, 350.0]",0,120.00009847502224
"[10.0, 500.0]",11,0.025421481928788126
"[10.0, 500.0]",42,0.0956032999092713
"[10.0, 500.0]",42,0.13438946998212487
"[10.0, 500.0]",88,0.38231861498206854
"[10.0, 500.0]",113,0.12688264693133533
"[10.0, 500.0]",115,0.12144258699845523
"[10.0, 500.0]",108,0.01993086701259017
"[10.0, 500.0]",127,0.3295533360214904
"[10.0, 500.0]",10714904,120.00005587597843
"[10.0, 500.0]",0,120.0000358800171
"[15.0, 50.0]",11,0.0028572320006787777
"[15.0, 50.0]",42,0.009155155974440277
"[15.0, 50.0]",42,0.013027043081820011
"[15.0, 50.0]",86,0.038642765022814274
"[15.0, 50.0]",113,0.014033701969310641
"[15.0, 50.0]",115,0.013170587015338242
"[15.0, 50.0]",108,0.0020775269949808717
"[15.0, 50.0]",126,0.03915318299550563
"[15.0, 50.0]",10501975,120.00005179003347
"[15.0, 50.0]",0,120.0000879180152
"[15.0, 100.0]",11,0.005303589045070112
"[15.0, 100.0]",42,0.01933130796533078
"[15.0, 100.0]",42,0.027108212001621723
"[15.0, 100.0]",86,0.07718739903066307
"[15.0, 100.0]",113,0.024322219076566398
"[15.0, 100.0]",115,0.025400692014954984
"[15.0, 100.0]",108,0.003772862022742629
"[15.0, 100.0]",126,0.07447577605489641
"[15.0, 100.0]",10502014,120.00015094305854
"[15.0, 100.0]",0,120.00008612393867
"[15.0, 200.0]",11,0.01011141191702336
"[15.0, 200.0]",42,0.0377266249852255
"[15.0, 200.0]",42,0.05519772402476519
"[15.0, 200.0]",86,0.15221739397384226
"[15.0, 200.0]",113,0.048954725032672286
"[15.0, 200.0]",115,0.048840668983757496
"[15.0, 200.0]",108,0.007585540064610541
"[15.0, 200.0]",127,0.14942929707467556
"[15.0, 200.0]",10502120,120.00005960802082
"[15.0, 200.0]",0,120.0000578899635
"[15.0, 350.0]",11,0.01742426201235503
"[15.0, 350.0]",42,0.0669529540464282
"[15.0, 350.0]",42,0.09393949003424495
"[15.0, 350.0]",86,0.2644237680360675
"[15.0, 350.0]",113,0.08833608205895871
"[15.0, 350.0]",115,0.08706336002796888
"[15.0, 350.0]",108,0.013383827055804431
"[15.0, 350.0]",127,0.2709351540543139
"[15.0, 350.0]",10503093,120.00008612999227
"[15.0, 350.0]",0,120.00009882298764
"[15.0, 500.0]",11,0.025019834050908685
"[15.0, 500.0]",42,0.09540614404249936
"[15.0, 500.0]",42,0.1366921269800514
"[15.0, 500.0]",87,0.3750200089998543
"[15.0, 500.0]",113,0.12477422202937305
"[15.0, 500.0]",115,0.12330132105853409
"[15.0, 500.0]",108,0.019779467955231667
"[15.0, 500.0]",127,0.389583108946681
"[15.0, 500.0]",10502150,120.00004268006887
"[15.0, 500.0]",0,120.00009260897059
